org_name,breach_date,matched,matched_field,legal_name,dba,trade_name,frn,start_date,end_date,end_reason_desc,replacement_id,nearest_candidates
Vance Street Capital,2021-11-16,0,,,,,,,,,,"Capital Telecommunications, Inc. (overlap=1); Capital Telecommunications, Inc. (overlap=1); GE Capital Communication Services (overlap=1)"
Verizon,2023-05-11,1,normalized_match,Verizon - New York Inc.,VERIZON NEW YORK INC,Verizon,0003469442,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,834432,
Verizon,2016-08-10,1,normalized_match,Verizon - New York Inc.,VERIZON NEW YORK INC,Verizon,0003469442,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,834432,
Verizon,2017-07-20,1,normalized_match,Verizon - New York Inc.,VERIZON NEW YORK INC,Verizon,0003469442,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,834432,
Verizon,2019-06-03,1,normalized_match,Verizon - New York Inc.,VERIZON NEW YORK INC,Verizon,0003469442,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,834432,
Verizon,2014-02-26,1,normalized_match,Verizon - New York Inc.,VERIZON NEW YORK INC,Verizon,0003469442,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,834432,
Verizon,2008-06-27,1,normalized_match,Verizon - New York Inc.,VERIZON NEW YORK INC,Verizon,0003469442,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,834432,
Verizon,2019-04-24,1,normalized_match,Verizon - New York Inc.,VERIZON NEW YORK INC,Verizon,0003469442,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,834432,
Verizon Communications,2023-09-21,0,,,,,,,,,,"Verizon Wireless Personal Communications, L.P (overlap=2); Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1)"
Verizon Communications Inc,2023-09-21,0,,,,,,,,,,"Verizon Wireless Personal Communications, L.P (overlap=2); Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1)"
Verizon Communications Inc.,2023-09-21,0,,,,,,,,,,"Verizon Wireless Personal Communications, L.P (overlap=2); Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1)"
Verizon Communications Inc.,2024-02-09,0,,,,,,,,,,"Verizon Wireless Personal Communications, L.P (overlap=2); Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1)"
Verizon Communications Inc.,2024-02-06,0,,,,,,,,,,"Verizon Wireless Personal Communications, L.P (overlap=2); Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1)"
Verizon Corporate Services Group Inc.,2014-01-20,0,,,,,,,,,,"Verizon Wireless (VAW) Services, LLC fka Vodaphone AirTouch Licenses, LLC (overlap=2); Verizon Wireless Messaging Services (overlap=2); Verizon Select Services, Inc. (overlap=2)"
Verizon Media,2019-03-12,0,,,,,,,,,,Verizon - New York Inc. (overlap=1); VERIZON NEW YORK INC (overlap=1); Verizon (overlap=1)
Vmware Inc,2015-08-19,0,,,,,,,,,,None
"VMware, Inc.",2015-07-02,0,,,,,,,,,,None
"Volkswagen Group of America, Inc.",2019-08-01,0,,,,,,,,,,"Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2)"
Vulcan Industries,2023-11-01,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
W.W. Grainger Inc.,2017-09-26,0,,,,,,,,,,"WW Systems, LLC (overlap=1); WW Systems, LLC (overlap=1); WW Systems, LLC (overlap=1)"
"W.W. Grainger, Inc.",2017-08-23,0,,,,,,,,,,"WW Systems, LLC (overlap=1); WW Systems, LLC (overlap=1); WW Systems, LLC (overlap=1)"
Wabtec Corporation,2022-03-15,0,,,,,,,,,,None
"Warn Industries, Inc.",2018-02-28,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
Warner Bros. Distributing Inc.,2015-11-15,0,,,,,,,,,,"Time Warner Telecom of Columbus (overlap=1); Time Warner Telecom of Mid South, LP (overlap=1); Time Warner Telecom of Mid South, L.P. (overlap=1)"
Warner Music Group,2020-08-05,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
Warner Music Group,2020-04-25,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
Warner Music Group,2020-09-09,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
Warner Music Group Corp,2020-04-01,0,,,,,,,,,,"Lakeland Communications Group, LLC (overlap=1); Communications Buying Group, Inc. (overlap=1); Communications Buying Group, Inc. (overlap=1)"
"Warner Music, Inc.",2022-08-04,0,,,,,,,,,,"Time Warner Telecom of Columbus (overlap=1); Time Warner Telecom of Mid South, LP (overlap=1); Time Warner Telecom of Mid South, L.P. (overlap=1)"
WERCS d/b/a Wyoming Financial Group,2023-12-13,0,,,,,,,,,,"Minnesota Phone Company Financial Group, LLP (overlap=2); Minnesota Phone Company Financial Group, LLP (overlap=2); Wyoming Telecommunication Group LLC (overlap=2)"
"Western Union Financial Services, Inc.",2020-12-24,0,,,,,,,,,,"Spectrotel Services, LLC Razgate Financial, LLC (overlap=2); Western Communications Services, Inc. (overlap=2); Western Communications Services, Inc. (overlap=2)"
Wiedenbach Brown,2024-03-19,0,,,,,,,,,,"Brown County MSA Cellular Ltd. Partnership (overlap=1); Brown County CLEC, LLC (overlap=1); Brown Hills Enterprises, Inc. (overlap=1)"
WillScot Mobile Mini Holdings Corp.,2020-11-10,0,,,,,,,,,,"Shenandoah Mobile, LLC (overlap=1); Shenandoah Mobile, LLC (overlap=1); Palmer Wireless Holdings, Inc. (overlap=1)"
"Window to the World Communications, Inc.",2018-12-18,0,,,,,,,,,,Connect to The World Corp. (overlap=3); Connect to The World Corp. (overlap=3); Frontier Communications of the Golden State (overlap=2)
"WM Waste Management, Inc.",2007-01-10,0,,,,,,,,,,"Coin Phone Management Company (overlap=1); Coin Phone Management Company (overlap=1); Payphone Management, Inc. (overlap=1)"
"Woodward Communications, Inc.",2023-01-19,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
Workday Inc.,2025-08-06,0,,,,,,,,,,None
"Worthen Industries, Inc.",2023-12-28,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
"Worthen Industries, Inc.",2023-12-01,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
Xerox Corporation,2023-12-10,0,,,,,,,,,,Xerox Business Solutions Southwest (overlap=1); Xerox Business Solutions Southeast LLC (overlap=1); Xerox Business Solutions Southeast LLC (overlap=1)
"Xerox State Healthcare, LLC",2014-08-14,0,,,,,,,,,,State Long Distance Tel. Co. (overlap=1); State Long Distance Telephone Company (overlap=1); Wheat State Tel. Inc. (overlap=1)
"Xerox State Healthcare, LLC",2013-02-22,0,,,,,,,,,,State Long Distance Tel. Co. (overlap=1); State Long Distance Telephone Company (overlap=1); Wheat State Tel. Inc. (overlap=1)
Yahoo,2014-12-01,0,,,,,,,,,,None
Yahoo Inc.,2016-08-13,0,,,,,,,,,,None
Yahoo! Inc.,2014-12-01,0,,,,,,,,,,None
Yahoo! Inc.,2013-08-01,0,,,,,,,,,,None
Yahoo! Voices,2012-07-11,0,,,,,,,,,,None
"Yahoo, Inc.",2013-08-01,0,,,,,,,,,,None
"Yum! Brands, Inc.",2023-01-13,0,,,,,,,,,,"National Brands, Inc. (overlap=1); National Brands, Inc. & Sharenet Communications Company (overlap=1); New World Brands, Inc. (overlap=1)"
Zscaler Inc.,2025-08-08,0,,,,,,,,,,None
"Zscaler, Inc.",2018-09-01,0,,,,,,,,,,None
