final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence
18926,2022-03-15,Centurylink Communications,Centurylink Communications,1,HACK,False,7,False,"The Indiana Office of the Attorney General reported a data breach involving Centurylink Communications on April 21, 2022. The breach occurred on March 15, 2022, and affected a total of 119 individuals, with 3 residents specifically noted as affected.",2022-04-21 00:00:00,2022-03-15 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-G rescue: CenturyLink/Lumen parent (Form 499 relevant carrier) (ticker LUMN -> CIK 18926),,1,Clause (b): CenturyLink/Lumen carrier family (Gate 1 rescue noted Form 499 relevance; regional LEC filers)
20520,2022-02-24,Frontier Communications,Frontier Communications,1,HACK,False,9,False,"The Indiana Office of the Attorney General reported on May 4, 2022, that Frontier Communications experienced a data breach on February 24, 2022, affecting 297 individuals in total, including 35 residents.",2022-05-04 00:00:00,2022-02-24 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: CITIZENS COMMUNICATIONS CO,,1,Clause (b): parent of regional Form 499 filer subsidiaries (7/28)
20520,2023-12-18,"Frontier Communications Parent, Inc.","Frontier Communications Parent, Inc.",2,HACK,False,120,True,"On June 11, 2024, the New Hampshire Department of Justice was notified by Frontier Communications Parent, Inc. of a data breach that potentially affected the personal information of 120 New Hampshire residents. The breach was detected on April 14, 2024, involving unauthorized access to internal IT systems, and Frontier has since taken steps to enhance security and notified law enforcement.",2024-06-12 00:00:00,2024-04-14 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Date of birth"""", """"Social Security number"""", """"Driver's license number"""", """"State identification card number"""", """"Passport number"""", """"Account log-in"""", """"Financial account number"""", """"Debit card number"""", """"Credit card number"""", """"Email address"""", """"Postal address"""", """"Telephone number""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [
        """"Social Security number"""",
        """"Driver's license number"""",
        """"State identification card number"""",
        """"Passport number"""",
        """"Financial account credentials (account log-in, financial account number, debit card number, credit card number)""""
      ]
    },
    """"Customer Records"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Signature"""", """"Telephone number"""", """"Bank account number"""", """"Credit card number"""", """"Debit card number"""", """"Other financial information""""]
    }
  }
}",BSO,VERIFIED,EDGAR name: CITIZENS COMMUNICATIONS CO,,1,Clause (b): parent of regional Form 499 filer subsidiaries (7/28)
20520,2024-04-13,"Frontier Communications Parent, Inc.","Frontier Communications Parent, Inc.",9,HACK,False,751895,True,"The Maine Office of the Attorney General reported a data breach involving Frontier Communications Parent, Inc. on June 6, 2024. The breach, discovered on April 14, 2024, occurred due to external unauthorized access (hacking), affecting approximately 751,895 individuals, including 139 Maine residents. The compromised information includes Social Security numbers, and Frontier is offering one year of complimentary credit monitoring and identity theft resolution services through Kroll.",2024-06-06 00:00:00,2024-06-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number"""",""""Full Date of Birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: CITIZENS COMMUNICATIONS CO,"CAMPAIGN CH-01: 2 firm-day events collapsed [2024-04-13, 2024-04-14] (Gate 2 signed; record-count gaps not a distinctness signal)",1,Clause (b): parent of regional Form 499 filer subsidiaries (7/28)
20520,2024-06-10,"Frontier Communications Parent, Inc.","Frontier Communications Parent, Inc.",2,HACK,False,671,True,"The Texas Attorney General reported a data breach involving Frontier Communications Parent, Inc. on June 10, 2024, affecting 88,836 individuals. The breach involved the compromise of names, addresses, Social Security numbers, and dates of birth, with notifications provided to consumers via U.S. Mail.",2024-06-10 00:00:00,2024-06-10 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name of individual"""",""""Address"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: CITIZENS COMMUNICATIONS CO,"NEAR-DUPLICATE CHAIN CH-02: 2 firm-day events collapsed [2024-06-10, 2024-06-12] (Gate 2 signed; record-count gaps not a distinctness signal)",1,Clause (b): parent of regional Form 499 filer subsidiaries (7/28)
23632,2023-05-29,Consolidated Edison Company of New York LLC,Consolidated Edison Company of New York LLC,2,HACK,False,24247,True,"The Maryland Office of the Attorney General reported a data breach involving Consolidated Edison Company of New York LLC on August 4, 2023. The incident, related to unauthorized access through a zero-day vulnerability in Progress Software's MOVEit Transfer product, affected 57 Maryland residents and potentially exposed their names and Social Security numbers (SSNs).",2023-08-04 00:00:00,2023-06-02 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: CONSOLIDATED EDISON CO OF NEW YORK INC,,0,
27904,2017-09-01,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",1,HACK,False,2827,False,"The Maine Office of the Attorney General reported a data breach involving Delta Air Lines on April 13, 2018. The breach occurred between September 26, 2017, and October 12, 2017, affecting approximately 2,827 residents. The compromised information included names or identifiers combined with social security numbers (SSN), driver's license numbers, and financial account information.",2018-04-13 00:00:00,2017-10,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Driver's license number"""",""""Non-driver identification card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Non-driver identification card number"""",""""Financial account number with security code, access code, password, or PIN"""",""""Credit or debit card number with security code, access code, password, or PIN""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account number"""",""""Credit card number"""",""""Debit card number""""]}}}",BSO,VERIFIED,EDGAR name: DELTA AIR LINES INC /DE/,,0,
27904,2017-09-26,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",1,HACK,False,825000,False,"The Oregon Department of Justice reported that Delta Air Lines, Inc. experienced a data breach affecting approximately 825,000 individuals. The breach occurred between September 26, 2017, and October 12, 2017, with the discovery of the breach on March 28, 2018, and notifications sent on April 11 and 12, 2018.",2018-04-13 00:00:00,2017-10-12 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: DELTA AIR LINES INC /DE/,,0,
27996,2019-08-13,Deluxe Corporation,Deluxe Corporation,1,HACK,False,3,False,"On September 3, 2019, the New Hampshire Attorney General reported that Deluxe Corporation experienced a data breach on August 13, 2019, affecting three New Hampshire residents. The breach involved unauthorized access to customer data, including names, addresses, and bank account information, due to hacking into Deluxe's internal network.",2019-09-03 00:00:00,2019-08-29 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Shipping addresses"""",""""Billing addresses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Bank account information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A (DLX); legacy IDEX ticker was fuzzy noise,,0,
33185,2014-01-31,"Equifax, Inc.","Equifax, Inc.",1,HACK,False,14,False,"The New Hampshire Attorney General's Office reported a data breach involving Equifax, Inc. on March 5, 2014. The breach, discovered on January 31, 2014, involved unauthorized inquiries made from a single IP address, potentially affecting fourteen (14) New Hampshire residents. The specific types of information compromised include credit report details, but further specifics are UNKN.",2014-03-05 00:00:00,2014-01-31 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Home address"""",""""Social Security number"""",""""Account numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""IP address""""]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: EQUIFAX INC,,0,
33185,2016-01-01,TALX Corporation,TALX Corporation,3,HACK,False,40645,True,"On May 15, 2017, the Iowa Attorney General's Office reported a data breach involving TALX Corporation, a subsidiary of Equifax Inc. The breach, discovered on February 1, 2017, involved unauthorized access to accounts of Allegis Group employees, potentially affecting personal information of 613 Iowa residents, including names, addresses, Social Security numbers, and payroll information.",2017-05-15 00:00:00,2017-03-29 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Date of birth"""",""""Social Security number"""",""""Employee identification number"""",""""Email address"""",""""Phone number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Gender"""",""""Marital status""""]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Wage information"""",""""Direct deposit information"""",""""Earnings information""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee identification number""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,Gate2 CH-21: TALX filings end 2007 (SEC-verified); 2016 breaches under Equifax ownership; parent-map via EFX,"NEAR-DUPLICATE CHAIN CH-21: 2 firm-day events collapsed [2016-01-01, 2016-01-04] (Gate 2 signed; record-count gaps not a distinctness signal)",0,
33185,2016-04-18,TALX Corporation,TALX Corporation,2,DISC+HACK,True,12,True,"On July 21, 2017, the New Hampshire Attorney General's Office reported a data breach involving TALX Corporation, a subsidiary of Equifax, Inc. The breach potentially exposed personal information of some New Hampshire residents who are employees or former employees of Whole Foods Market, occurring between April 18, 2016, and April 23, 2017. Approximately 12 New Hampshire residents were notified, and the compromised information may include names, Social Security numbers, and earnings information.",2017-07-21 00:00:00,2017-07-17 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address"""",""""Phone number"""",""""Date of birth"""",""""Team member identification number"""",""""Email address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Gender"""",""""Marital status""""]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Team member identification number""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Phone number"""",""""Email address""""]}}}",BSO,VERIFIED,Gate2 CH-21: TALX filings end 2007 (SEC-verified); 2016 breaches under Equifax ownership; parent-map via EFX,,0,
33185,2017-03-09,TALX Corporation,TALX Corporation,1,DISC,False,4,False,"On May 19, 2017, the New Hampshire Office of the Attorney General reported a data breach involving TALX Corporation, a subsidiary of Equifax Inc. The breach, discovered on March 9, 2017, involved unauthorized access to employee accounts of Erickson Living, potentially affecting personal information of two New Hampshire residents. TALX notified affected individuals and offered two years of identity protection services.",2017-05-19 00:00:00,2017-03-29 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee account login credentials"""",""""Personal questions used to reset PINs""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee accounts"""",""""W-2 tax forms""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""W-2 tax forms""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,Gate2 CH-21: TALX filings end 2007 (SEC-verified); 2016 breaches under Equifax ownership; parent-map via EFX,,0,
37743,2023-01-25,Fluke Corporation,Fluke Corporation,2,HACK,False,6661,True,"The New Hampshire Department of Justice reported that Fluke Corporation experienced data breaches involving the personal information of approximately 78 New Hampshire residents. The breaches were identified in October and November 2023, with unauthorized access occurring between January 25, 2023 and November 6, 2023. The company notified residents about the breaches on October 3, 2024, and is offering credit monitoring services as part of their response.",2024-10-01 00:00:00,2023-11-06 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Social Security number"""",""""Driver's license or state-issued identification card number"""",""""Passport number"""",""""Birth certificate number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""State-issued identification card number"""",""""Passport number"""",""""Birth certificate number"""",""""Financial account number"""",""""Credit card number"""",""""Debit card number"""",""""Health insurance information""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account number"""",""""Credit card number"""",""""Debit card number"""",""""Health insurance information""""]}}}",BSO,VERIFIED,EDGAR name: FLUKE CORP,,0,
