org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,legacy_cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,resolved_cik,grade,method,evidence
"ADF International, Inc.",2017-03-13 00:00:00,2017-03-10,2017-03-10 00:00:00,"The Montana Department of Justice reported a data breach involving ADF International on March 13, 2017. The breach occurred on March 10, 2017, affecting 307 residents, and involved the compromise of employee W-2 forms potentially resulting in identity theft.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee W-2 information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee W-2 information""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,307,HACK,AIG,5272,6200,511210,"ADF International, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Adobe Systems Incorporated,2013-10-03 00:00:00,2013-09-11,2013-09-17 00:00:00,"The California Office of the Attorney General reported that Adobe Systems Incorporated experienced a data breach involving unauthorized access to customer order information between September 11 and September 17, 2013. The breach potentially exposed customer names, payment card expiration dates, and encrypted payment card numbers; however, the number of affected individuals is unknown.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Customer names""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Payment card expiration dates""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Encrypted payment card numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2900000,HACK,ADBE,796343,7372,541511,adobe,6662,148,350,720,,AMBIGUOUS,EXACT_AMBIGUOUS,"Candidates: 714164 (ADOBE SYSTEMS LTD) | 796343 (ADOBE INC., ADBE) || legacy ticker: ADBE"
Adobe Systems Incorporated,2019-10-19 00:00:00,2019-10-19,2019-10-19 00:00:00,An unsecured Elasticsearch database belonging to Adobe Creative Cloud was accessible to anyone without any password or authentication ,,BSO,7500000,HACK,ADBE,796343,7372,541511,adobe,6662,387,740,1912,,AMBIGUOUS,EXACT_AMBIGUOUS,"Candidates: 714164 (ADOBE SYSTEMS LTD) | 796343 (ADOBE INC., ADBE) || legacy ticker: ADBE"
Adobe Systems Incorporated,2013-10-02 00:00:00,2013-09-17,2013-09-30 00:00:00,"On October 2, 2013, the Maine Office of the Attorney General reported a data breach involving Adobe Systems Incorp. Details regarding the breach date and number of residents affected are unknown, but the information compromised included names, payment card expiration dates, encrypted payment card numbers, and other information related to customer orders.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""names""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""payment card expiration dates"""",""""other info relating to customer orders""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[""""encrypted payment card numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,153000000,HACK,ADBE,796343,7372,541511,adobe,6662,148,350,720,,AMBIGUOUS,EXACT_AMBIGUOUS,"Candidates: 714164 (ADOBE SYSTEMS LTD) | 796343 (ADOBE INC., ADBE) || legacy ticker: ADBE"
"Advanced Mobile Notary, LLC",2025-05-20 00:00:00,2025-02-23,2025-04-15 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving Advanced Mobile Notary on May 20, 2025. The breach occurred on or around February 23, 2025, potentially affecting the personal information of three New Hampshire residents. Affected individuals are being offered complimentary credit monitoring services.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,3,HACK,TMUS,1283699,4833,511210,"Advanced Mobile Notary, LLC",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Aero Charter, Inc.",2021-03-01 00:00:00,2020-12-06,2020-12-07 00:00:00,"The New Hampshire Department of Justice reported on March 1, 2021, that Aero Charter, Inc. experienced a data breach involving its vendor, Avianis Systems, LLC, on December 6, 2020. The breach potentially exposed personally identifiable information of one New Hampshire resident, including passport and driverâ€™s license information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Passport information"""",""""State-issued identification card information"""",""""Federal pilot license information"""",""""Driver's license information"""",""""Payment card information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Passport information"""",""""Driver's license information"""",""""State-issued identification card information"""",""""Payment card information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,CHTR,1091667,4833,511210,"Aero Charter, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
AeroGrow International,2019-04-04 00:00:00,2018-10-29,2019-03-04 00:00:00,"The Oregon Department of Justice reported a data breach involving AeroGrow International on April 4, 2019. The breach occurred on October 29, 2018, and was discovered on March 4, 2019, affecting a total of 27,488 individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,27488,HACK,AIG,5272,6200,511210,,0,0,0,0,,AMBIGUOUS,EXACT_AMBIGUOUS,"Candidates: 1272660 (AEROGROW  INTERNATIONAL INC) | 1316644 (AEROGROW INTERNATIONAL, INC.) | 1334121 (AEROGROW INTERNATIONAL INC) || legacy ticker: AIG"
"AeroGrow International, Inc.",2019-04-05 00:00:00,2019-03-04,2019-03-04 00:00:00,"The Maine Attorney General's Office reported a data breach involving AeroGrow International, Inc. on April 5, 2019. The breach occurred between March 4, 2019, and October 29, 2019, affecting a total of 27,488 individuals, including 154 residents of Colorado. Identity theft protection services were offered for one year through Experian Identity Works Plus.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,27488,HACK,AIG,5272,6200,511210,"AeroGrow International, Inc.",0,0,0,0,,AMBIGUOUS,EXACT_AMBIGUOUS,"Candidates: 1272660 (AEROGROW  INTERNATIONAL INC) | 1316644 (AEROGROW INTERNATIONAL, INC.) | 1334121 (AEROGROW INTERNATIONAL INC) || legacy ticker: AIG"
"AGE Industries, Ltd.",2020-10-29 00:00:00,2020-06-01,2020-07,"On October 29, 2020, the Maine Office of the Attorney General reported that AGE Industries, Ltd. experienced a data breach involving unauthorized access to an employee email account between June 19 and July 2, 2020, potentially compromising the Social Security number of one resident. The total number of affected individuals is reported as 698, but only one resident was affected in Maine, and identity theft protection services were offered, including credit monitoring and fraud consultation.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,698,HACK,CF,1324404,1000,511210,"AGE Industries, Ltd.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Aladdin Capital,2021-09-27 00:00:00,2020-11-18,2020-11-23 00:00:00,"The Maryland Office of the Attorney General reported on September 27, 2021, that Aladdin Capital experienced a data breach involving unauthorized access to email accounts discovered on November 24, 2020. The breach potentially affected the personal information of 7 Maryland residents, including names, addresses, Social Security numbers, and financial information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""name"""",""""address"""",""""driver's license or state identification number"""",""""Social Security number"""",""""date of birth"""",""""electronic signature"""",""""business's tax identification number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""driver's license or state identification number"""",""""business's tax identification number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""electronic signature"""",""""financial information""""]}}}",BSO,2318,HACK,COF,927628,6200,511210,Aladdin Capital,0,0,0,0,,AMBIGUOUS,EXACT_AMBIGUOUS,Candidates: 1059126 (ALADDIN CAPITAL CORP) | 1102487 (ALADDIN CAPITAL LLC) || legacy ticker: COF
"Allied-Locke Industries, Inc.",2022-09-06 00:00:00,2021-11-08,2021-11-14 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving Allied-Locke Industries, Inc. on September 6, 2022. The breach occurred between November 8, 2021, and November 14, 2021, potentially affecting the personal information of one New Hampshire resident, including name, address, Social Security number, and date of birth.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Social Security number"""",""""Date of birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,CF,1324404,1000,511210,"Allied-Locke Industries, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Allied-Locke Industries, Inc.",2022-09-02 00:00:00,2021-11-08,2021-11-14 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Allied-Locke Industries, Inc. on September 2, 2022. The breach occurred between November 8, 2021, and November 14, 2021, due to hacking, affecting one Maine resident and potentially exposing Social Security numbers. The company provided affected individuals with 12 months of credit monitoring and identity protection services.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Social Security number"""",""""Date of birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3220,HACK,CF,1324404,1000,511210,"Allied-Locke Industries, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Alpha & Omega Semiconductor,2022-07-21 00:00:00,2022-02-22,2022-04-25 00:00:00,"The Oregon Department of Justice reported a data breach involving Alpha & Omega Semiconductor on July 21, 2022. The breach occurred between February 22, 2022, and April 25, 2022, affecting a total of 692 individuals. The breach was discovered on June 22, 2022, and notification letters were sent on July 19, 2022.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,692,HACK,ON,1097864,7370,511210,Alpha & Omega Semiconductor,0,0,0,0,1387467.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: ALPHA & OMEGA SEMICONDUCTOR LTD
Altice USA,2024-02-29 00:00:00,2024-02-29,2024-02-29 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Altice USA on February 29, 2024. The breach affected 10 residents and involved the compromise of Social Security Numbers (SSNs).","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,383,HACK,ATUS,1702780,4841,517311,,0,0,0,0,1702780.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: ALTICE USA, INC."
Altice USA,2024-03-01 00:00:00,2024-03-01,2024-03-01 00:00:00,"The Texas Attorney General reported on March 1, 2024, that Altice USA experienced a data breach affecting 426 individuals. The breach involved the compromise of names, Social Security numbers, health insurance information, and dates of birth, with notifications sent to consumers via U.S. Mail.","{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Social Security Number"""", """"Date of Birth""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Social Security Number"""", """"Health Insurance Information""""]
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,426,HACK,ATUS,1702780,4841,517311,,0,0,0,0,1702780.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: ALTICE USA, INC."
"Altice USA, Inc.",2020-02-06 00:00:00,2019-11-04,2020-02-01 00:00:00,"The Indiana Office of the Attorney General reported a data breach involving Altice USA, Inc on February 6, 2020. The breach occurred on November 4, 2019, affecting a total of 52,846 individuals, with 27 residents specifically impacted.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,52846,HACK,ATUS,1702780,4841,517311,Altice,0,0,0,0,1702780.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: ALTICE USA, INC."
"Altria Group, Inc.",2007-01-10 00:00:00,2006-12-01,2007-01-05 00:00:00,"On January 10, 2007, the New Hampshire Attorney General's Office was notified by Towers Perrin on behalf of Altria Group, Inc. about a data breach involving a stolen laptop containing personal information of approximately 17 New Hampshire residents. The breach was discovered on December 1, 2006, and the laptop was not encrypted, although it was password protected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,17,PORT,MO,764180,2000,511210,"Altria Group, Inc.",0,0,0,0,764180.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: ALTRIA GROUP INC
