final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_invalid,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02,bdt,rdt,e2_pre_sd,e2_post_sd,e2_vol_change,e2_anchor_year,e2_n_pre,e2_n_post,e2_anchor_found,sich,sic2,prior_records_oldstyle,delay_w,prior_events,size_q,year,garch_dv
20520,2023-12-18,"Frontier Communications Parent, Inc.","Frontier Communications Parent, Inc.",2,HACK,False,120,True,"On June 11, 2024, the New Hampshire Department of Justice was notified by Frontier Communications Parent, Inc. of a data breach that potentially affected the personal information of 120 New Hampshire residents. The breach was detected on April 14, 2024, involving unauthorized access to internal IT systems, and Frontier has since taken steps to enhance security and notified law enforcement.",2024-06-12 00:00:00,2024-04-14 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Date of birth"""", """"Social Security number"""", """"Driver's license number"""", """"State identification card number"""", """"Passport number"""", """"Account log-in"""", """"Financial account number"""", """"Debit card number"""", """"Credit card number"""", """"Email address"""", """"Postal address"""", """"Telephone number""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [
        """"Social Security number"""",
        """"Driver's license number"""",
        """"State identification card number"""",
        """"Passport number"""",
        """"Financial account credentials (account log-in, financial account number, debit card number, credit card number)""""
      ]
    },
    """"Customer Records"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Signature"""", """"Telephone number"""", """"Bank account number"""", """"Credit card number"""", """"Debit card number"""", """"Other financial information""""]
    }
  }
}",BSO,VERIFIED,EDGAR name: CITIZENS COMMUNICATIONS CO,,1,Clause (b): parent of regional Form 499 filer subsidiaries (7/28),-1.5267,-2.7534,-1.6335,-3.7589,49.2285,40.593,800877.3,524256.55,-8.6355,21297.0,FYBR,window,1,9.8322,0.7243,0.0237,0.3218,1,0,177.0,0,0,0.0,0,0,1,1,49.0,2023-12-18,2024-06-12,1.534516,1.606931,0.07241500000000012,2024.0,21,21,True,4813.0,48,1,177.0,1.0,Q2,2024,-0.3572801987729317
20520,2024-04-13,"Frontier Communications Parent, Inc.","Frontier Communications Parent, Inc.",9,HACK,False,751895,True,"The Maine Office of the Attorney General reported a data breach involving Frontier Communications Parent, Inc. on June 6, 2024. The breach, discovered on April 14, 2024, occurred due to external unauthorized access (hacking), affecting approximately 751,895 individuals, including 139 Maine residents. The compromised information includes Social Security numbers, and Frontier is offering one year of complimentary credit monitoring and identity theft resolution services through Kroll.",2024-06-06 00:00:00,2024-06-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number"""",""""Full Date of Birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: CITIZENS COMMUNICATIONS CO,"CAMPAIGN CH-01: 2 firm-day events collapsed [2024-04-13, 2024-04-14] (Gate 2 signed; record-count gaps not a distinctness signal)",1,Clause (b): parent of regional Form 499 filer subsidiaries (7/28),-7.1544,3.5229,-6.7507,2.9062,38.1275,41.6814,595279.05,606713.46,3.5539,21297.0,FYBR,window,1,9.9376,0.7449,0.0014,0.3443,2,1,54.0,0,0,0.0,0,0,1,1,37.0,2024-04-13,2024-06-06,2.110794,1.518228,-0.5925659999999999,2024.0,21,21,True,4813.0,48,3,54.0,2.0,Q2,2024,-0.5273566668000871
20520,2024-06-10,"Frontier Communications Parent, Inc.","Frontier Communications Parent, Inc.",2,HACK,False,671,True,"The Texas Attorney General reported a data breach involving Frontier Communications Parent, Inc. on June 10, 2024, affecting 88,836 individuals. The breach involved the compromise of names, addresses, Social Security numbers, and dates of birth, with notifications provided to consumers via U.S. Mail.",2024-06-10 00:00:00,2024-06-10 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name of individual"""",""""Address"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: CITIZENS COMMUNICATIONS CO,"NEAR-DUPLICATE CHAIN CH-02: 2 firm-day events collapsed [2024-06-10, 2024-06-12] (Gate 2 signed; record-count gaps not a distinctness signal)",1,Clause (b): parent of regional Form 499 filer subsidiaries (7/28),-7.2183,3.3666,-7.1382,3.1969,31.7172,18.6373,571320.46,433079.45,-13.0799,21297.0,FYBR,window,1,9.9376,0.7449,0.0014,0.3443,3,2,0.0,0,0,1.0,0,0,0,0,,2024-06-10,2024-06-10,2.088556,1.515058,-0.5734980000000001,2024.0,21,21,True,4813.0,48,12,0.0,3.0,Q2,2024,-0.4997970363827846
27904,2017-09-01,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",1,HACK,False,2827,False,"The Maine Office of the Attorney General reported a data breach involving Delta Air Lines on April 13, 2018. The breach occurred between September 26, 2017, and October 12, 2017, affecting approximately 2,827 residents. The compromised information included names or identifiers combined with social security numbers (SSN), driver's license numbers, and financial account information.",2018-04-13 00:00:00,2017-10,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Driver's license number"""",""""Non-driver identification card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Non-driver identification card number"""",""""Financial account number with security code, access code, password, or PIN"""",""""Credit or debit card number with security code, access code, password, or PIN""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account number"""",""""Credit card number"""",""""Debit card number""""]}}}",BSO,VERIFIED,EDGAR name: DELTA AIR LINES INC /DE/,,0,,2.8261,9.3984,2.7236,9.7373,24.8901,23.3015,2850006.31,4061859.47,-1.5886,91926.0,DAL,window,1,10.8447,0.7603,0.0853,0.2234,0,0,224.0,0,0,0.0,0,0,1,1,52.0,2017-09-01,2018-04-13,1.980448,1.42238,-0.558068,2018.0,21,21,True,4512.0,45,0,224.0,0.0,Q3,2018,8.881784197001252e-16
27904,2017-09-26,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",1,HACK,False,825000,False,"The Oregon Department of Justice reported that Delta Air Lines, Inc. experienced a data breach affecting approximately 825,000 individuals. The breach occurred between September 26, 2017, and October 12, 2017, with the discovery of the breach on March 28, 2018, and notifications sent on April 11 and 12, 2018.",2018-04-13 00:00:00,2017-10-12 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: DELTA AIR LINES INC /DE/,,0,,4.4018,0.2868,4.3354,-0.1087,29.178,29.9104,3927648.2,3009521.14,0.7324,91926.0,DAL,window,1,10.8447,0.7603,0.0853,0.2234,1,1,199.0,0,0,0.0,0,1,1,1,27.0,2017-09-26,2018-04-13,1.980448,1.42238,-0.558068,2018.0,21,21,True,4512.0,45,1,199.0,1.0,Q3,2018,8.881784197001252e-16
33185,2014-01-31,"Equifax, Inc.","Equifax, Inc.",1,HACK,False,14,False,"The New Hampshire Attorney General's Office reported a data breach involving Equifax, Inc. on March 5, 2014. The breach, discovered on January 31, 2014, involved unauthorized inquiries made from a single IP address, potentially affecting fourteen (14) New Hampshire residents. The specific types of information compromised include credit report details, but further specifics are UNKN.",2014-03-05 00:00:00,2014-01-31 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Home address"""",""""Social Security number"""",""""Account numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""IP address""""]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: EQUIFAX INC,,0,,0.3065,-2.3294,0.2251,-2.5358,19.0422,22.3236,239275.02,253744.18,3.2814,52476.0,EFX,window,1,8.4207,0.4843,0.0775,0.3516,0,0,33.0,0,0,0.0,0,0,0,1,101.0,2014-01-31,2014-03-05,1.567159,1.185687,-0.38147200000000003,2014.0,21,21,True,7323.0,73,0,33.0,0.0,Q1 (smallest),2014,-0.16330985966520606
33185,2016-01-01,TALX Corporation,TALX Corporation,3,HACK,False,40645,True,"On May 15, 2017, the Iowa Attorney General's Office reported a data breach involving TALX Corporation, a subsidiary of Equifax Inc. The breach, discovered on February 1, 2017, involved unauthorized access to accounts of Allegis Group employees, potentially affecting personal information of 613 Iowa residents, including names, addresses, Social Security numbers, and payroll information.",2017-05-15 00:00:00,2017-03-29 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Date of birth"""",""""Social Security number"""",""""Employee identification number"""",""""Email address"""",""""Phone number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Gender"""",""""Marital status""""]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Wage information"""",""""Direct deposit information"""",""""Earnings information""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee identification number""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,Gate2 CH-21: TALX filings end 2007 (SEC-verified); 2016 breaches under Equifax ownership; parent-map via EFX,"NEAR-DUPLICATE CHAIN CH-21: 2 firm-day events collapsed [2016-01-01, 2016-01-04] (Gate 2 signed; record-count gaps not a distinctness signal)",0,,-2.6338,-3.166,-2.4922,-3.2318,23.3554,30.0702,283626.53,230961.17,6.7148,52476.0,EFX,window,1,8.4138,0.4787,0.0952,0.344,1,0,500.0,0,0,0.0,0,0,0,0,,2016-01-01,2017-05-15,0.863268,0.874699,0.011430999999999969,2017.0,21,21,True,7323.0,73,1,500.0,1.0,Q1 (smallest),2017,-0.0038296330624698616
33185,2016-04-18,TALX Corporation,TALX Corporation,2,DISC+HACK,True,12,True,"On July 21, 2017, the New Hampshire Attorney General's Office reported a data breach involving TALX Corporation, a subsidiary of Equifax, Inc. The breach potentially exposed personal information of some New Hampshire residents who are employees or former employees of Whole Foods Market, occurring between April 18, 2016, and April 23, 2017. Approximately 12 New Hampshire residents were notified, and the compromised information may include names, Social Security numbers, and earnings information.",2017-07-21 00:00:00,2017-07-17 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address"""",""""Phone number"""",""""Date of birth"""",""""Team member identification number"""",""""Email address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Gender"""",""""Marital status""""]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Team member identification number""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Phone number"""",""""Email address""""]}}}",BSO,VERIFIED,Gate2 CH-21: TALX filings end 2007 (SEC-verified); 2016 breaches under Equifax ownership; parent-map via EFX,,0,,-0.5003,6.9168,-0.5105,7.1598,13.9696,16.2039,233045.15,454056.74,2.2343,52476.0,EFX,window,1,8.4138,0.4787,0.0952,0.344,2,1,459.0,0,0,0.0,0,0,0,1,154.0,2016-04-18,2017-07-21,0.834865,0.912903,0.07803800000000005,2017.0,21,21,True,7323.0,73,4,459.0,2.0,Q1 (smallest),2017,0.0259369646465053
33185,2017-03-09,TALX Corporation,TALX Corporation,1,DISC,False,4,False,"On May 19, 2017, the New Hampshire Office of the Attorney General reported a data breach involving TALX Corporation, a subsidiary of Equifax Inc. The breach, discovered on March 9, 2017, involved unauthorized access to employee accounts of Erickson Living, potentially affecting personal information of two New Hampshire residents. TALX notified affected individuals and offered two years of identity protection services.",2017-05-19 00:00:00,2017-03-29 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee account login credentials"""",""""Personal questions used to reset PINs""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee accounts"""",""""W-2 tax forms""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""W-2 tax forms""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,Gate2 CH-21: TALX filings end 2007 (SEC-verified); 2016 breaches under Equifax ownership; parent-map via EFX,,0,,1.4125,4.0348,1.4324,4.0951,18.6098,9.2661,437152.31,323436.47,-9.3437,52476.0,EFX,window,1,8.8045,0.5916,0.0733,0.3558,3,1,71.0,0,0,0.0,0,0,0,0,,2017-03-09,2017-05-19,0.889471,0.863462,-0.02600900000000006,2017.0,21,21,True,7323.0,73,6,71.0,3.0,Q2,2017,-0.010612931287057314
40704,2022-11-18,"General Mills, Inc.","General Mills, Inc.",1,HACK,False,49000,False,"The Washington State Office of the Attorney General reported a data breach involving General Mills, Inc. on January 12, 2023. The breach, which occurred between November 18 and December 31, 2022, compromised the names and full dates of birth of approximately 18,268 users.",2023-01-12 00:00:00,2022-12-31 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Gender""""]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full date of birth""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Street address"""",""""Zip code"""",""""Phone number""""]}}}",BSO,VERIFIED,EDGAR name: GENERAL MILLS INC,,0,,3.5559,7.3026,3.6341,7.3184,19.7209,17.3797,1397910.39,3053605.65,-2.3412,17144.0,GIS,window,1,10.3446,0.653,0.0871,0.2054,0,0,55.0,0,0,0.0,0,0,0,1,168.0,2022-11-18,2023-01-12,1.497829,1.227046,-0.270783,2023.0,21,21,True,2040.0,20,0,55.0,0.0,Q3,2023,1.3436261214749834e-08
43196,2016-02-16,"Gray Television, Inc.","Gray Television, Inc.",1,PORT,False,65,False,"On August 31, 2016, the Montana Department of Justice reported that Gray Television, Inc. experienced a data breach involving potential compromise of employee information on August 12, 2016. The breach potentially affected the unencrypted personal data of employees, including names, social security numbers, and compensation details, but the number of affected individuals is unknown. Gray Television has not confirmed data access but is offering free credit monitoring services to those affected.",2016-08-31 00:00:00,2016-07-07 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee number"""",""""Employee name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Position title"""",""""Station name"""",""""State"""",""""Compensation code"""",""""Gray’s system income code and income description"""",""""Hours paid"""",""""Amount paid""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: GRAY COMMUNICATIONS SYSTEMS INC /GA/,,0,,3.7432,4.0883,3.6258,3.0755,63.2141,51.7502,200893.32,378181.75,-11.4639,83989.0,GTN,window,1,7.67,0.7997,0.0183,0.3267,0,0,197.0,0,0,0.0,0,0,0,1,135.0,2016-02-16,2016-08-31,3.527171,2.865163,-0.6620080000000002,2016.0,21,21,True,4833.0,48,0,197.0,0.0,Q1 (smallest),2016,-0.24424649675973775
