accession,section_text
0001326160-19-000166,"On June 26, 2019, Nicholas C. Fanandakis was appointed to the Board of Directors (the “Board”) of Duke Energy Corporation (”Duke Energy”), effective immediately. Mr. Fanandakis has been appointed to the Board’s Audit Committee and Finance and Risk Management Committee. Mr. Fanandakis has been Executive Vice President at DowDuPont, Inc. since 2017. From 2009 until 2017, Mr. Fanandakis served as Executive Vice President and Chief Financial Officer at E.I. du Pont de Nemours and Company, Inc. (“DuPont”). Prior to 2009, Mr. Fanandakis had served in various plant, marketing, product management, and business director roles in the DuPont organization since 1979. Mr. Fanandakis has also been a member of the Board of Directors of ITT Corporation since 2016 and of FTI Consulting, Inc. since 2014. The Board has determined that Mr. Fanandakis is independent pursuant to Duke Energy’s Standards for Assessing Director Independence, the listing standards of the New York Stock Exchange, and the rules and regulations of the Securities and Exchange Commission and has also determined that Mr. Fanandakis is an “Audit Committee Financial Expert” pursuant to SEC regulations. Mr. Fanandakis’ directorship will expire, along with Duke Energy’s other directors’ terms, at the next annual meeting of shareholders. As an outside director of Duke Energy, Mr. Fanandakis will receive a pro-rated payment of the cash and stock annual retainer, will be eligible for other retainers (if applicable) in accordance with Duke Energy’s Director Compensation Program, as set forth on Exhibit 10.3 of the Duke Energy Form 10-Q for the quarter ended June 30, 2017, filed with the SEC on August 3, 2017, and will be eligible to participate in Duke Energy’s Directors’ Savings Plan, which is described in the Annual Proxy Statement filed with the SEC on March 21, 2019. Mr. Fanandakis is subject to Duke Energy’s Stock Ownership Guidelines, which require outside directors to own Duke Energy Corporation common stock (or common stock equivalents) with a value equal to at least five times the annual cash retainer ( i.e ., an ownership level of $625,000) or retain 50% of their vested annual equity retainer until such minimum requirements are met."
0001410578-19-000740,"(b) On August 9, 2019, Duke Energy Corporation (”Duke Energy”) announced Mr. Lloyd M. Yates, Executive Vice President, Customer and Delivery Operations and President, Carolinas Region, will be leaving his position at Duke Energy effective September 30, 2019. Mr. Yates will be eligible to receive severance benefits under the terms of the previously-disclosed Duke Energy Executive Severance Plan, along with earned compensation and benefits under applicable Duke Energy retirement and benefit plans. Effective October 1, 2019, Ms. Julie S. Janson, currently Executive Vice President, External Affairs and Chief Legal Officer, will become Executive Vice President, External Affairs and President, Carolinas Region. In addition to the external affairs organization, Ms. Janson will be responsible for the strategic direction and performance of Duke Energy’s regulated utilities in North Carolina and South Carolina. Other organizational changes and restructurings of the roles and responsibilities of Duke Energy’s leadership team will be announced shortly to assist with a smooth transition."
0001104659-20-108520,"On September 23, 2020, the Compensation Committee of the Board of Directors of Duke Energy Corporation (the “Corporation”) approved amendments to the Corporation’s nonqualified retirement plans to streamline the administration of the plans. The amendments do not change the contribution formula used to calculate benefits or increase the number of employees eligible to earn a benefit. The Corporation maintains the Duke Energy Corporation Executive Cash Balance Plan (the “ECBP”) and the Duke Energy Corporation Executive Savings Plan (the “ESP”) for eligible participants, including the “named executive officers” identified in the Corporation’s annual proxy statement. The ECBP is a nonqualified defined benefit plan that provides supplemental pay credits (the “Make-Whole Benefit”) to eligible participants whose pay credits under the tax-qualified Duke Energy Retirement Cash Balance Plan are limited by certain restrictions under the Internal Revenue Code of 1986, as amended (“Code”). The Make-Whole Benefit under the ECBP accrues interest based on a fixed rate of 4%. The ESP is a nonqualified defined contribution plan that provides eligible participants with an opportunity to defer a portion of their eligible compensation, and receive matching contributions to the extent their matching contributions under the Corporation’s tax-qualified 401(k) plan (the Duke Energy Retirement Savings Plan (the “RSP”)) are limited by certain restrictions under the Code. Participants can direct the investment of their account under the ESP based on the investment options available under the RSP. The amendments to the ECBP and ESP provide that (i) no employee shall be eligible to earn an additional Make-Whole Benefit under the ECBP for any calendar month that commences after September 30, 2020, (ii) the Make-Whole Benefit for months prior to October 1, 2020 shall continue to be paid to participants in accordance with the terms of the ECBP, and (iii) effective as of October 1, 2020, each employee who would have been eligible to earn a Make Whole Benefit under the ECBP as in effect immediately prior to October 1, 2020, will be eligible to participate in the ESP and earn a corresponding Make-Whole Benefit under the ESP. The foregoing description of the amendments to the ECBP and the ESP is qualified in its entirety by reference to the full text of each amendment, copies of which are attached hereto as Exhibit 10.1 and Exhibit 10.2 and incorporated herein by reference."
0001326160-21-000105,"On February 25, 2021, directors William E. Kennard and Marya M. Rose each notified Duke Energy Corporation (the “Corporation”) that, due to increased external business and personal commitments, they did not intend to stand for re-election to the Corporation’s Board of Directors once their respective current terms ended at the Corporation’s 2021 Annual Meeting of Shareholders. Neither director’s decision not to stand for re-election was the result of any disagreement with the Corporation on any matter relating to the operation, policies, or practices of the Corporation."
0001104659-21-043714,"On March 30, 2021, Duke Energy Corporation (the “Corporation”) announced that Mr. Douglas F Esamann, Executive Vice President, Energy Solutions and President, Midwest/Florida Regions and Natural Gas Business, will be retiring effective August 1, 2021. Mr. Esamann’s responsibilities will be assumed by other members of the Corporation’s executive team. On March 30, 2021, the Corporation also announced that Mr. Dwight L. Jacobs, currently Senior Vice President, Tax, Chief Accounting Officer and Controller, has been appointed as Senior Vice President, Supply Chain and Chief Procurement Officer, effective May 16, 2021, and that Ms. Cynthia S. Lee has been appointed as Vice President, Chief Accounting Officer and Controller, also effective May 16, 2021. Ms. Lee, 54, has served as Director, Investor Relations, since June 2019. Prior to joining the Investor Relations organization, Ms. Lee served in various roles within the Corporate Controller’s organization after joining the Corporation and its affiliates in 2002. Ms. Lee will participate in the Duke Energy Corporation Executive Severance Plan as a “Tier I” participant upon her appointment to her new role. The Executive Severance Plan is described in more detail on pages 65-66 of the Corporation’s Proxy Statement dated March 23, 2021. In all other respects, Ms. Lee will continue to participate in the compensation and benefit plans in which she was participating prior to the change in responsibilities. Ms. Lee has not entered into, nor were any amendments made to, any material plans, contracts or arrangements in connection with her change in responsibilities."
0001104659-21-064570,"(e) On March 30, 2021, Duke Energy Corporation (the “Corporation”) announced that Ms. Cynthia S. Lee has been appointed to the position of Vice President, Chief Accounting Officer and Controller, effective May 16, 2021. In connection with this promotion, the Compensation and People Development Committee of the Board of Directors of the Corporation, effective as of May 16, 2021, approved an increase in Ms. Lee’s annual base salary from $195,305 to $300,000, an increase in her short-term incentive opportunity from 30% to 45% of her annual base salary, and an increase in her long-term incentive opportunity from 30% to 75% of her annual base salary. Except as otherwise described in the Form 8-K dated March 30, 2021, Ms. Lee has not entered into, nor were any amendments made to, any material plans, contracts or arrangements in connection with her change in responsibilities."
0001326160-21-000219,"On September 22, 2021, Duke Energy Business Services, LLC, a subsidiary of Duke Energy Corporation, entered into a Consulting Agreement (the “Consulting Agreement”) with Mr. Douglas F Esamann, who retired as Executive Vice President, Energy Solutions and President, Midwest/Florida Regions and Natural Gas Business effective August 1, 2021. The Consulting Agreement provides a $10,000 monthly retainer through March 31, 2022 in consideration of up to 30 hours of consulting services per month."
0001104659-21-138544,"New Director On November 13, 2021 the Board appointed Dr. Kesner to the Board, effective November 15, 2021, with an initial term expiring at the 2022 Annual Meeting. The Board has also appointed Dr. Kesner to the Corporate Governance Committee and the Operations and Nuclear Oversight Committee of the Board, effective November 15, 2021. Dr. Kesner is the Dean and the Frank P. Popoff Chair of Strategic Management at the Indiana University Kelley School of Business, becoming the first woman to lead the School in 2013. The Board has affirmatively determined that Dr. Kesner is independent pursuant to the Corporation’s Standards for Assessing Director Independence, the listing standards of the New York Stock Exchange and the rules and regulations of the Securities and Exchange Commission. As a non-employee director of the Corporation, Dr. Kesner will receive a pro-rated payment of the cash and stock annual retainer and will be eligible for other retainers (if applicable) in accordance with the Corporation’s Director Compensation Program, as set forth on Exhibit 10.3 of the Company’s Form 10-Q, filed with the SEC on August 3, 2017, and will be eligible to participate in the Corporation’s Directors’ Savings Plan, which is described in the Annual Proxy Statement filed with the SEC on March 23, 2021. Dr. Kesner is subject to the Corporation’s Stock Ownership Guidelines, which require outside directors to own Duke Energy Corporation common stock (or common stock equivalents) with a value equal to at least five (5) times the annual Board cash retainer (i.e., an ownership level of $625,000) or retain fifty percent (50%) of his or her vested annual equity retainer. There are no arrangements or understandings between Dr. Kesner and any other person pursuant to which Dr. Kesner was elected to the Board, other than with respect to the matters referred to in"
0001193125-12-277735,"Keith Block, Executive Vice President, North America Sales and Consulting, and a named executive officer of Oracle Corporation (“Oracle”), has decided to leave Oracle and pursue other opportunities. Effective June 18, 2012, certain of Mr. Block’s responsibilities were assumed by other members of Oracle’s management. Mr. Block will remain with Oracle for a period of time to assist with this transition."
0001193125-13-037562,"On February 4, 2013, Donald L. Lucas notified Oracle Corporation (the “Corporation”) that, after more than 30 years of service to the Corporation, he is retiring and has tendered his resignation as a member of the Corporation’s Board of Directors and any committees thereof, effective immediately. 2"
0001373715-22-000239,"(e) In its regular mid-year review of the 2022 executive compensation program, on July 25, 2022, the Compensation Committee of the Board of Directors of the Company determined to modify one internal annual financial target and to exclude the impact of foreign currency exchange rates from one metric for the performance-based cash incentive (“Cash Incentive”) and PRSU awards, as applicable, consistent with the updating of the Company’s revised internal financial plan and its external financial guidance. However, the payout based on the modified target for the Cash Incentive and PRSU awards will be capped at 100% unless the Company meets the internal target originally approved in January 2022, in which case the payout curves approved in January 2022 will apply."
0001373715-22-000309,"(b) On August 22, 2022, Dennis M. Woodside informed ServiceNow, Inc. (the “Company”) of his resignation from the Board of Directors (the “Board”), effective as of August 26, 2022. Mr. Woodside’s resignation was not a result of any disagreement with the Company on any matter relating to the Company’s operations, policies or practices. Mr. Woodside’s resignation was due to his upcoming change in employment and the responsibilities and requirements of his new position. The Board expressed its appreciation for Mr. Woodside’s service to the Company and his invaluable contributions to the Board."
0001373715-22-000329,"On October 23, 2022, Sukumar Rathnam informed ServiceNow, Inc. of his resignation from the Board of Directors (the ""Board""), effective as of December 1, 2022. Mr. Rathnam's resignation was not a result of any disagreement with the Company on any matter relating to the Company's operations, policies or practices. The Board expressed its appreciation for Mr. Rathnam's service to the Company and his invaluable contributions to the Board. On October 25, 2022, Frederic B. Luddy expressed his intention to step back from his position as Chairman of the Board. Mr. Luddy will continue to serve as a member of the Board. The Board determined to combine the positions of Chairman and CEO with William R. McDermott, and Jeffrey A. Miller will continue in his position as Lead Independent Director."
0001373715-23-000016,"On January 24, 2023, the Board of Directors of ServiceNow promoted Chirantan “CJ” Desai, 52, to President and Chief Operating Officer, effective immediately. Mr. Desai’s biographical information and compensation information are included in the Company's proxy statement for its 2022 annual meeting of shareholders. There are no arrangements or understandings between Mr. Desai and any other person pursuant to which Mr. Desai was promoted as President and Chief Operating Officer. There are no family relationships between Mr. Desai and any of the Company's directors or other executive officers. Mr. Desai has not had an interest in any transaction since the beginning of the Company’s last fiscal year, or any currently proposed transaction, that requires disclosure pursuant to Item 404(a) of Regulation S-K. For additional information, see the press release attached as Exhibit 99.1 to this Current Report on Form 8-K. The information in the press release attached hereto shall not be deemed “filed” for purposes of Section 18 of the Exchange Act or otherwise subject to the liabilities of that section, nor shall it be deemed incorporated by reference in any filing of ServiceNow under the Securities Act or the Exchange Act whether made before or after the date hereof and irrespective of any general incorporation language in any filings."
0001373715-23-000162,"On April 25, 2023, the Board of Directors (the “Board”) of the ServiceNow, Inc. (the “Company”) expanded the size of the Board from ten to eleven members and appointed Deborah Black to serve as a director. The Board determined that Ms. Black is an independent director within the meaning of the New York Stock Exchange listing standards. Ms. Black has not been, and is not expected to be, named to any committee of the Board at this time. There are no arrangements or understandings between Ms. Black and any other persons pursuant to which he was selected as a director. There are no family relationships between Ms. Black and any director or executive officer of the Company. Other than as disclosed herein, Ms. Black does not have any direct or indirect material interest in any transaction required to be disclosed pursuant to Item 404(a) of Regulation S-K. Ms. Black will receive the standard compensation and equity awards provided to non-employee directors of the Company for their service as disclosed in the Company's proxy statement for its 2023 annual meeting of shareholders. In connection with her appointment to the Board, Ms. Black has entered into the Company’s standard form of indemnification agreement for directors and officers. The form indemnification agreement was filed as Exhibit 10.1 to the Company’s Annual Report on Form 10-K for the fiscal year ended December 31, 2014, as filed with the Securities and Exchange Commission on February 27, 2015. Separately, on April 24, 2023, Lara Caimi notified the Company of her decision to resign as Chief Customer Officer and GM, Impact and Services, effective May 31, 2023, in order to pursue another career opportunity. For additional information concerning the appointment of Ms. Black, see the press release attached as Exhibit 99.2 to this Current Report on Form 8-K. The information in the press release attached hereto is not deemed to be “filed” for purposes of Section 18 of the Exchange Act or otherwise subject to liabilities of that section, nor shall it be deemed incorporated by reference in any filing of ServiceNow under the Securities Act or the Exchange Act whether made before or after the date hereof and irrespective of any general incorporation language in any filings."
0001373715-23-000282,"On June 1, 2023, ServiceNow, Inc. (the “Company”) held its 2023 Annual Shareholders Meeting (the “2023 Annual Meeting”) at which the shareholders approved, among other matters, an amendment and restatement of the 2021 Equity Incentive Plan (the “Restated 2021 Plan”) to increase the available share reserve by 10,100,000 shares, reduced by the number of shares underlying awards granted under the Company’s 2022 New-Hire Equity Incentive Plan from February 28, 2023 to June 1, 2023. The Restated 2021 Plan had been approved, subject to shareholder approval, by the Company’s Board of Directors. This description of the Restated 2021 Plan is qualified in its entirety by reference to the text of the Restated 2021 Plan filed as Exhibit 10.1 hereto."
0001373715-24-000269,"On July 24, 2024, the Company and its President and Chief Operating Officer, Chirantan “CJ” Desai, came to a mutual agreement that Mr. Desai would resign from all positions with the Company, effective immediately. As previously referenced in the Company’s Form 10-Q for the quarter ended March 31, 2024, through its internal processes, the Company received a complaint that raised potential compliance issues related to one of its government contracts. The Company initiated an internal investigation, with the assistance of outside legal counsel, into the validity of these claims that concern the hiring of the Chief Information Officer of the U.S. Army as the Company’s Head of Global Public Sector in March 2023. As a result of the investigation, the Company’s Board of Directors (the “Board”) determined that Mr. Desai and the hired individual violated Company policy regarding a possible conflict relating to such individual’s hiring. Mr. Desai has fully cooperated with the investigation and maintains that he did not intentionally violate Company policy. The other individual also has departed the Company. The Company has informed the Department of Justice, the Department of Defense Office of Inspector General and the Army Suspension and Debarment Office of the investigation and is continuing to cooperate with the Department of Justice, which has commenced its own investigation into these matters. The Company cannot predict the timing, outcome or possible impact of the investigation. Separation Agreement with President and Chief Operating Officer In connection with his mutually agreed resignation, Mr. Desai and the Company entered into a separation and release agreement (the “Separation Agreement”), dated as of July 24, 2024. The terms of the Separation Agreement are consistent with the terms of the Confirmatory Employment Letter Agreement between the Company and Mr. Desai, dated October 31, 2017, as amended by the Amendment to Employment Agreement, effective April 30, 2021. The Separation Agreement provides that Mr. Desai is eligible to receive, subject to required deductions and withholdings, (i) any earned but unpaid base salary; (ii) any unpaid earned bonus; (iii) other unpaid and then-vested amounts, including any amount payable under the specific terms of any agreements, plans or awards, except as otherwise specifically provided in the Separation Agreement; and (iv) reimbursement for all reasonable and necessary expenses incurred in connection with his performance of services on behalf of the Company in accordance with applicable Company policies and guidelines. In addition, subject to Mr. Desai providing an effective release of claims against the Company and his compliance with the restrictive covenants applicable to him and the obligations under the Separation Agreement, Mr. Desai will also receive: (i) a lump sum payment equal to 6 months of his base salary; (ii) a lump sum payment equal to 50% of his actual bonus for fiscal year 2024 based on: (x) actual achievement of Company performance objectives and (y) deemed 100% achievement of personal performance objectives, if any, less any quarterly payment previously paid, if any, and (iii) a payment of the COBRA premiums (or reimbursement of such premiums) for continued health coverage for Mr. Desai and his dependents for a period of 6 months. Mr. Desai will forfeit all unvested equity awards that had been previously granted to him. The foregoing description of the terms and conditions of the Separation Agreement does not purport to be complete and is qualified in its entirety by reference to such agreement, which is filed as Exhibit 10.1 hereto and is incorporated herein by reference. Appointment of Interim Chief Product Officer The Company has appointed Chris Bedi as Interim Chief Product Officer, effective immediately. Mr. Bedi has been at the Company for nearly a decade with roles including Chief Digital Information Officer and Chief Customer Officer."
0001373715-24-000342,"On October 21, 2024, the Board of Directors (the ""Board"") of the Company appointed Amit Zavery, age 53, as President, Chief Product Officer and Chief Operating Officer of the Company, effective October 28, 2024. Mr. Zavery joins the Company from Alphabet Inc., a multinational technology company, where he served as VP/GM and Head of Platform, Google Cloud from March 2019. Prior to joining Google Cloud, Mr. Zavery served in various leadership roles at Oracle Corporation, a multinational computer technology company, from December 1994 to March 2019 - most recently as its Executive Vice President and Corporate Officer, Product Development. In addition, Mr. Zavery has served on the Board of Directors of Broadridge Financial Solutions, Inc., a financial technology company, since June 2019. Mr. Zavery studied electrical and computer engineering at the University of Texas at Austin, received his M.S. in information networking from Carnegie Mellon University and completed the Advanced Management Program at Harvard Business School. In connection with his appointment, Mr. Zavery and the Company entered into an Employment Agreement dated September 17, 2024 (the “Employment Agreement”). Pursuant to the Employment Agreement, Mr. Zavery will receive an initial annual base salary of $900,000 and a target annual cash bonus opportunity equal to 125% of his base salary. The Employment Agreement further provides Mr. Zavery a sign-on cash bonus of $3,000,000, subject to repayment under certain conditions. In addition, to replace the estimated value of outstanding equity from his prior employer that will be forfeited upon his departure, the Employment Agreement provides that Mr. Zavery is eligible to receive a grant of Company equity with a grant date value of $29,000,000 that will consist of a time-based restricted stock unit award (the “ RSU Grant ”) and a performance-based restricted stock unit award (the “ PRSU Grant ”). All of the outstanding equity Mr. Zavery forfeited had been subject solely to time-based vesting conditions. The Employment Agreement provides that the number of shares of the Company’s common stock subject to the RSU Grant shall be equal to $23,200,000 divided by the average daily closing price of the Company’s common stock for the 20 trading days ending on the third day before the date of grant. The RSU Grant will vest as follows: 67% and 33% of the shares shall vest in equal quarterly installments on the quarterly anniversary of the grant date on each of the four quarters of 2025 and 2026, respectively, subject to Mr. Zavery’s continued employment with the Company through each vesting date. This vesting schedule was established based on the vesting schedule of the forfeited awards. The number of shares of the Company’s common stock subject to the PRSU Grant shall be equal to $5,800,000 divided by the average daily closing price of the Company’s common stock for the 20 trading days ending on the third day before the date of grant. The PRSU Grant shall be subject to the same performance metrics and vesting schedule as the fiscal year 2024 performance-based restricted stock units granted to other executive officers of the Company, with 100% of the PRSU Grant to be measured on the two-year performance period running from January 1, 2024 through December 31, 2025, subject to Mr. Zavery’s continued employment with the Company through each vesting date. The foregoing description of the Employment Agreement does not purport to be complete and is qualified in its entirety by reference to such agreement, which is filed as Exhibit 10.1 hereto and is incorporated by reference herein. In addition, Mr. Zavery executed the Company’s standard form of indemnity agreement for officers, filed as Exhibit 10.1 to the Company’s Annual Report on Form 10-K for the fiscal year ended December 31, 2014, as filed with the SEC on February 27, 2015. There are no arrangements or understandings between Mr. Zavery and any other persons, pursuant to which he was appointed President, Chief Product Officer and Chief Operating Officer. There are no family relationships among Mr. Zavery and any of the Company’s directors or executive officers. Mr. Zavery is not a party to any transaction required to be disclosed pursuant to Item 404(a) of Regulation S-K."
0001193125-22-004090,"On January 7, 2022, Roku, Inc. (the “Company”) announced that Scott Rosenberg, Senior Vice President and General Manager of Platform Business, advised the Company that he plans to step down sometime in the spring of 2022. The Company has commenced an executive search for Mr. Rosenberg’s successor. A copy of the Company’s press release announcing Mr. Rosenberg’s expected departure is attached hereto as Exhibit 99.1 and is incorporated herein by reference."
0001193125-22-244792,"Amended and Restated Severance Benefit Plan On September 13, 2022, the Compensation Committee of the Board of Directors of Roku, Inc. (the “ Company ”) amended and restated the Company’s Amended and Restated Severance Benefit Plan (the “ Restated Plan ”) to make certain administrative changes, definitional updates and clarifications, revisions to certain severance benefits in connection with a Non-Change in Control Termination and a Change in Control Termination, specific reference to the Company’s ability to recoup payments pursuant to the Company’s Policy for Recoupment of Incentive Compensation (to the extent applicable to a given participant), and other updates to conform to applicable laws, regulations and best practices. The Restated Plan provides for severance benefits to officers at the level of Vice President and above of the Company. Capitalized terms used but not otherwise defined in this Current Report on Form 8-K have the meanings ascribed to them in the Restated Plan. The foregoing summary of the Restated Plan is not complete and is qualified in its entirety by reference to the Restated Plan, a copy of which is attached as Exhibit 10.1 to this Current Report on Form 8-K and incorporated herein by reference."
0001428439-22-000033,"On October 31, 2022, Steve Louden, Chief Financial Officer of Roku, Inc. (the “Company”), advised us that after helping us recruit and transition his role to a successor he plans to leave the Company. We expect this transition to take place sometime in 2023, and will commence an executive search to identify Mr. Louden’s successor."
0001428439-22-000038,"On December 13, 2022, Roku, Inc. (the “Company”) appointed Matthew Banks as the Company’s Vice President, Corporate Controller and Chief Accounting Officer. In his new role, Mr. Banks will serve as the Company’s principal accounting officer. The Company’s Chief Financial Officer, Steve Louden, who previously served as both principal financial officer and principal accounting officer, will continue serving as the Company’s principal financial officer. Mr. Banks, age 45, joined the Company in February 2021 as Vice President, Corporate Controller. From September 2018 to August 2020, Mr. Banks served as Vice President, Controller of InVision Inc. From January 2012 to September 2018, Mr. Banks held senior roles at Meta Platforms, Inc. (formerly known as Facebook, Inc.), including Corporate Controller and Director, Revenue Accounting and Operations. Prior to 2012, Mr. Banks held senior roles at Yahoo! Inc. and Ernst & Young LLP. Mr. Banks holds a B.A. in Business Economics from the University of California, Santa Barbara and is a Certified Public Accountant (inactive) in California. In connection with his appointment, Mr. Banks will receive (i) an annual base salary of $1,200,000 and (ii) a market adjustment equity award with a value of $1,120,000 vesting over four years and a retention equity award with a value of $1,500,000 vesting over two years, each of which will be granted pursuant to the terms of the Company’s 2017 Equity Incentive Plan. Mr. Banks is a participant in the Company’s Amended and Restated Severance Benefit Plan, which is attached as Exhibit 10.1 to the Company’s Current Report on Form 8-K filed with the Securities and Exchange Commission (“SEC”) on September 14, 2022 (File No. 001-38211) and is eligible to participate in the Company’s other employee benefits as may be offered from time to time. Mr. Banks will enter into the Company’s standard form of indemnification agreement, which is attached as Exhibit 10.9 to the Company’s Amendment No. 1 to the Registration Statement on Form S-1 filed with the SEC on September 18, 2017 (File No. 333-220318)."
0001193125-23-063903,"On March 8, 2023, Roku, Inc. (the “Company”) announced the appointment of Dan Jedda, 51, as the Company’s Chief Financial Officer, effective May 1, 2023 (the “Effective Date”). The Company’s current Chief Financial Officer, Steve Louden, will cease his service as Chief Financial Officer upon the Effective Date and will provide advisory services to the Company as an executive advisor until August 2023. A copy of the press release announcing this appointment is furnished as Exhibit 99.1 to this Current Report. Mr. Jedda has served as the Chief Financial Officer of Stitch Fix, Inc. since December 2020 and will step down from that role in April 2023. From June 2005 to December 2020, Mr. Jedda held various positions at Amazon.com, including serving as Vice President and Chief Financial Officer for Digital Video (including Amazon Studios), Digital Music, and the Advertising and Corporate Development organizations. Previously, Mr. Jedda also served as a Controller for Toshiba America and spent several years at Honeywell and ADC Telecommunications in various business finance roles, including treasury and internal audit. Mr. Jedda holds a B.A. in Accounting and Finance from the University of St. Thomas and an M.B.A. from the University of Minnesota, Carlson School of Management. Pursuant to an Offer Letter dated February 11, 2023, Mr. Jedda will receive (i) an annual base salary of $2,100,000, (ii) an equity award with a value of $15,600,000 vesting over four years, which will be granted pursuant to the terms of the Company’s 2017 Equity Incentive Plan, and (iii) a one-time payment of $50,000 subject to certain conditions. Upon the Effective Date, Mr. Jedda will be a participant in the Company’s Amended and Restated Severance Benefit Plan, which is attached as Exhibit 10.1 to the Company’s Current Report on Form 8-K filed with the Securities and Exchange Commission (“SEC”) on September 14, 2022 (File No. 001-38211) and will be eligible to participate in the Company’s other employee benefits as may be offered from time to time. Mr. Jedda will also enter into the Company’s standard form of indemnification agreement, which is attached as Exhibit 10.9 to the Company’s Amendment No. 1 to the Registration Statement on Form S-1 filed with the SEC on September 18, 2017 (File No. 333-220318)."
0001428439-23-000032,"Employment Arrangement with Named Executive Officer On Augu st 9, 2023, Roku DX UK Ltd, a wholly owned subsidiary of Roku, Inc. (the “Company”), entered into an employment contract (the “Employment Contract”) with Gidon Katz, the Company’s President, Consumer Experience, effective August 1, 2023 (the “Effective Date”), due to Mr. Katz’s relocation from the United States to the United Kingdom. Under the terms of the Employment Contract, Mr. Katz will (i) continue to have an annual base salary of $2.8 million, (ii) retain the equity awards previously granted to him under the Company’s 2017 Equity Incentive Plan, each of which will continue to vest in accordance with their respective terms, and (iii) be eligible to participate in other employee benefits as may be offered from time to time to employees of Roku DX UK Ltd. Mr. Katz has also entered into the Company’s standard form of indemnification agreement, which is attached as Exhibit 10.9 to the Company’s Amendment No. 1 to the Registration Statement on Form S-1 filed with the SEC on September 18, 2017 (File No. 333-220318). The foregoing is not a complete description of the Employment Contract and is qualified in its entirety by reference to the full text and terms of the Employment Contract, which is filed as Exhibit 10.1 to this report and incorporated herein by reference."
0001428439-24-000027,"On June 6, 2024, Roku, Inc. (“ Roku ”) held its annual meeting of stockholders via a live webcast (the “ Annual Meeting ”). At the Annual Meeting, Roku’s stockholders approved four proposals (as described in Item 5.07 below), including approval of the Roku, Inc. Amended and Restated 2017 Equity Incentive Plan (the “ Restated 2017 Plan ”), which, among other things, extends the end date of the “evergreen” provision for future automatic annual increases in the number of shares available for grant under the Restated 2017 Plan from January 1, 2027 to January 1, 2034. Roku’s Board of Directors approved the Restated 2017 Plan, subject to stockholder approval, on March 27, 2024. The foregoing description of the Restated 2017 Plan is qualified in its entirety by reference to the Restated 2017 Plan, which is filed as Exhibit 10.1 to this Current Report on Form 8-K. A more complete description of the terms of the Restated 2017 Plan can be found in “Proposal 2: Approval of the Roku, Inc. Amended and Restated 2017 Equity Incentive Plan” on pages 23 to 35 of Roku’s definitive proxy statement filed with the U.S. Securities and Exchange Commission on April 26, 2024 (the “ 2024 Proxy Statement ”), which description is incorporated by reference herein."
0001193125-21-008667,"Appointment of New Director On January 13, 2021, the Board of Directors (the “Board”) of Twilio Inc. (“Twilio”) appointed Deval Patrick to the Board as a Class III director. Mr. Patrick will serve until the 2022 annual meeting of stockholders or until his successor has been duly elected and qualified, or until his earlier death, resignation or removal. There is no arrangement or understanding between Mr. Patrick and any other persons pursuant to which Mr. Patrick was appointed as a director. Furthermore, there are no family relationships between Mr. Patrick and any other director or executive officer of Twilio, and there are no transactions between Mr. Patrick and Twilio that would be required to be reported under Item 404(a) of Regulation S-K. Mr. Patrick will participate in Twilio’s standard non-employee director compensation arrangements. Under the terms of those arrangements, Mr. Patrick will receive, among other things: (i) annual compensation for serving on the Board and any applicable committees thereof pursuant to our non-employee director compensation policy, substantially as described in Twilio’s filings with the Securities and Exchange Commission and (ii) an initial grant of restricted stock units with a value of $440,000 that vests annually over three years subject to continued service. Twilio will also enter into a standard form of indemnification agreement with Mr. Patrick (the “Indemnification Agreement”). The Indemnification Agreement provides, among other things, that Twilio will indemnify Mr. Patrick, under the circumstances and to the extent provided therein, for certain expenses which he may be required to pay in connection with certain claims to which he may be made a party by reason of his position as a director of Twilio, and otherwise to the fullest extent permitted under Delaware law, Twilio’s certificate of incorporation and bylaws. The press release announcing Mr. Patrick’s appointment as a director of Twilio is attached hereto as Exhibit 99.1 and is filed herewith."
0001193125-21-049966,"(b) On February 16, 2021, Karyn Smith, General Counsel of Twilio Inc. (the “ Company ”), informed the Company of her intent to resign from her position. Ms. Smith intends to continue to serve until her successor is identified and has moved into the role."
0001193125-21-091239,"On January 13, 2021, the Board of Directors (the “Board”) of Twilio Inc. (“Twilio”) appointed Deval Patrick to the Board as a Class III director. Mr. Patrick’s appointment to the Board was reported under Item 5.02 on Twilio’s Current Report on Form 8-K filed with the Securities and Exchange Commission (the “SEC”) on January 14, 2021 (the “Initial Form 8-K”). Committee assignments for Mr. Patrick had not been determined as of the filing of the Initial Form 8-K with the SEC. This Current Report on Form 8-K/A amends the Initial Form 8-K to disclose that on March 17, 2021, the Board of Twilio appointed Mr. Patrick to serve on the Compensation Committee of the Board effective April 1, 2021 to fill the vacancy created by Richard Dalzell’s resignation from the Compensation Committee effective April 1, 2021. The Board determined that Mr. Patrick meets all of the applicable requirements for service on the Compensation Committee. 2"
0001447669-21-000122,"(b) On April 30, 2021, Chee Chew informed the Company of his intention to resign from his position as Chief Product Officer, effective May 17, 2021."
