parent_cik,legal_name,FRN,start,end,type,usf,holding,evidence_named,end_before_start,events_in_sample,event_span
1091667,"Charter Fiberlink OK-CCVII, LLC",0010111938,2003-01-01,2011-02-03,Interconnected VoIP,No,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink- Indiana, LLC",0010111862,2003-01-01,2010-06-25,Interconnected VoIP,No,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink- Illinois, LLC",0010111839,2003-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
18926,SAVVIS Communications Corporation,0010252021,2003-01-01,2017-03-31,Interexchange Carrier (IXC),No,CenturyLink Inc.,,,5,2013-12-27..2022-03-15
1091667,"Charter Fiberlink NH-CCO, LLC",0010398931,2003-01-01,open,CAP/LEC,No,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink LA-CCO, LLC",0010398899,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink LA-CCVI, LLC",0010398907,2003-01-01,2006-12-06,CAP/LEC,No,"CCVI Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink MS-CCVII, LLC",0010398915,2003-01-01,2006-12-06,CAP/LEC,No,"CCVII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink AR- CCVII, LLC",0010398709,2003-01-01,2023-12-31,CAP/LEC,No,CC VII FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink CO-CCVI, LLC",0010398857,2003-01-01,2006-10-03,CAP/LEC,No,"CC VI Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink CO-CCO, LLC",0010398832,2003-01-01,2007-09-18,CAP/LEC,No,"CCO Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink AZ-CCVII, LLC",0010398790,2003-01-01,2010-06-25,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink NM-CCO, LLC",0010398949,2003-01-01,2010-12-07,CAP/LEC,No,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink NV-CCVII, LLC",0010111896,2003-01-01,open,CAP/LEC,Yes,CC VII FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink NY-CCO, LLC",0010111912,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink OH-CCO, LLC",0010398964,2003-01-01,2023-12-31,CAP/LEC,No,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink VA-CCVII, LLC",0010399103,2003-01-01,2006-12-06,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink VA-CCO, LLC",0010399053,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink UT-CCVII, LLC",0010399038,2003-01-01,2010-06-25,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1001082,dishNET Wireline LLC,0010436087,2003-01-01,open,CAP/LEC,No,DISH NETWORK CORPORATION,,,2,2023-02-22..2023-05-17
1091667,"Charter Fiberlink VA-CCVI, LLC",0010399061,2003-01-01,2006-12-06,CAP/LEC,No,"CC VI Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink ID-CCVII, LLC",0010695377,2004-01-01,2010-12-07,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
732712,Verizon Business Global LLC,0010856284,2004-01-01,2021-09-30,Interexchange Carrier (IXC),No,VERIZON COMMUNICATIONS INC,,,10,2008-06-27..2024-02-06
1166691,"Comcast Phone of New York, LLC.",0015453160,2004-01-01,2011-07-01,CAP/LEC,No,,,,9,2008-01-29..2024-10-04
732712,"CellCom Tech, Inc.",0011233202,2004-01-01,2004-04-05,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
1166691,"Comcast Phone II, Inc.",0011306958,2004-01-01,2007-01-01,Interconnected VoIP,No,Comcast Corporation,,,9,2008-01-29..2024-10-04
1091667,"Charter Fiberlink MS- CCVI, LLC",0011407269,2004-01-01,open,CAP/LEC,Yes,CCVI FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1632127,ComSouth Telenet LLC,0010112571,2004-01-01,open,CAP/LEC,Yes,"Cable One, Inc.",,,2,2019-03-01..2019-08-08
101830,"Helio, LLC",0013213178,2004-01-01,2010-10-01,Cellular/PCS/SMR,No,Sprint Nextel Corporation,,,9,2009-02-01..2019-06-22
1166691,"Comcast of Northern Maryland, Inc.",0003766052,2005-01-01,2005-08-01,CAP/LEC,No,Comcast Corporation,,,9,2008-01-29..2024-10-04
1091667,Spectrum Sunshine State LLC,0007508237,2004-01-01,open,Interconnected VoIP,Yes,"Charter Communications Operating, LLC",,,8,2008-07-14..2023-09-01
18926,"Century Tel Acquisition, LLC.",0012985495,2004-01-01,2014-04-01,CAP/LEC,No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
18926,"Embarq Communications, Inc",0013389911,1997-01-01,2014-04-01,Interexchange Carrier (IXC),No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
101830,"Embarq Communications, Inc",0013389911,1997-01-01,2014-04-01,Interexchange Carrier (IXC),No,"CenturyLink, Inc.",,,9,2009-02-01..2019-06-22
732712,"Verizon Dominicana, C. por A.",0014851463,2005-01-01,2006-07-01,Private Service Provider,No,"Verizon Commuinications, Inc.",,,10,2008-06-27..2024-02-06
1283699,T-Mobile Puerto Rico LLC,0014848477,2005-01-01,open,Cellular/PCS/SMR,Yes,T MOBILE USA INC,,,26,2014-01-02..2023-04-28
732717,"Alaska Native Broadband 1 License, LLC.",0012200002,2005-01-01,2007-12-31,Cellular/PCS/SMR,No,"Alaska Native Broadband 1, LLC",,,24,2008-05-23..2024-04-14
732717,"Bell South MNS, LLC.",0015281421,2006-07-28,2010-05-31,Interconnected VoIP,No,AT&T Inc.,,,24,2008-05-23..2024-04-14
732717,"SBC Internet Services, Inc.",0011554029,2006-07-28,2009-05-01,Interconnected VoIP,No,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
1166691,"Comcast IP Phone II, LLC.",0015322464,2006-07-28,2016-06-23,Interconnected VoIP,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
1166691,"Comcast IP Phone, LLC.",0008497687,2006-07-28,open,Interconnected VoIP,Yes,COMCAST CORPORATION,,,9,2008-01-29..2024-10-04
1632127,Cable One Inc.,0003474327,2006-08-01,open,Interconnected VoIP,Yes,"Cable One, Inc",YES,,2,2019-03-01..2019-08-08
20520,Global Valley Services,0017464140,2006-09-11,2015-06-12,Toll Reseller,No,Frontier Commnunications Corporation,,,4,2022-02-24..2024-06-10
732717,"LCW Wireless Operations, LLC.",0015401755,2007-01-12,2011-02-28,Cellular/PCS/SMR,No,"LCW Wireless, LLC",,,24,2008-05-23..2024-04-14
732712,"NEP Cellcorp, Inc.",0014802284,2007-01-01,2016-02-17,Cellular/PCS/SMR,No,THE NORTH EASTERN PENNSYLVANIA TELEPHONE COMPANY,,,10,2008-06-27..2024-02-06
1166691,"Comcast IP Phone V, LLC.",0016513004,2007-06-14,2016-08-18,Interconnected VoIP,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
1166691,"Comcast IP Phone IV, LLC.",0016513020,2007-05-01,2016-07-07,Interconnected VoIP,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
1166691,"Comcast IP Phone III, LLC.",0016536385,2007-05-01,2016-06-29,Interconnected VoIP,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
1609711,"Call Catchers, Inc.",0016109803,2007-06-14,2020-03-31,Interconnected VoIP,No,Godaddy Operating Company LLC,,,3,2019-10-16..2022-03-14
1283699,"PRWireless PR, LLC",0026287664,2007-06-01,2025-12-31,Cellular/PCS/SMR,No,"T-MOBILE USA, INC.",,,26,2014-01-02..2023-04-28
732712,"FlatPhone, Inc.",0017434176,2008-02-26,2008-09-25,CAP/LEC,No,"FLATPHONE, INC",,,10,2008-06-27..2024-02-06
1166691,"Comcast IP Phone VI, LLC.",0015991573,2008-01-01,2016-07-01,Interconnected VoIP,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
1166691,"Comcast IP Phone VII, LLC.",0017430760,2008-01-01,2016-09-23,Interconnected VoIP,No,"COMCAST CABLE COMMUNICATIONS, LLC",,,9,2008-01-29..2024-10-04
20520,"Citizens Telecom Solutions, LLC.",0009588377,2007-05-01,open,CAP/LEC,Yes,CITIZENS TELEPHONE COMPANY OF KECKSBURG,,,4,2022-02-24..2024-06-10
1166691,"Comcast Phone II, LLC.",0011306958,2008-01-01,2020-04-01,CAP/LEC,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
1166691,"Masergy Cloud Communications, Inc.",0018122523,2006-10-01,open,Interconnected VoIP,Yes,COMCAST CORPORATION,,,9,2008-01-29..2024-10-04
1632127,"Fidelity Cablevision, LLC",0000013326,2008-10-21,open,CAP/LEC,Yes,"Cable One, Inc.",,,2,2019-03-01..2019-08-08
1632127,"Hargray Communications Group, Inc.",0004213724,2000-12-01,open,Private Service Provider,No,"Cable One, Inc.",,,2,2019-03-01..2019-08-08
1091667,"Charter Fiberlink CC VIII, LLC.",0021019443,2009-01-06,open,CAP/LEC,Yes,"CCO NR Holdings, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink-MI, LLC.",0018372870,2009-01-06,2009-01-01,Interconnected VoIP,No,CC FIBERLINK LLC,,DEFECT,8,2008-07-14..2023-09-01
1632127,"Fidelity Telecom, LLC.",0018745695,2009-05-14,2018-03-27,Toll Reseller,No,,,,2,2019-03-01..2019-08-08
732712,Michigan RSA #9 Limited Partnership,0001712916,2009-06-16,2010-07-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,Wisconsin RSA#1 Limited Partnership,0001838584,2009-06-16,2010-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
20520,Frontier Communications Online and Long Distance Inc,0018812487,2010-05-27,open,Toll Reseller,Yes,"Frontier Commnunications Parent, Inc.",,,4,2022-02-24..2024-06-10
20520,Frontier Communications of the Southwest Inc,0018802678,2010-05-27,open,Incumbent Local Exchange Carrier,Yes,"Frontier Commnunications Parent, Inc.",,,4,2022-02-24..2024-06-10
20520,FRONTIER COMMUNICATIONS OF THE CAROLINAS LLC,0018802660,2010-05-27,open,Incumbent Local Exchange Carrier,Yes,"Frontier Commnunications Parent, Inc.",,,4,2022-02-24..2024-06-10
732712,Verizon North LLC,0020249777,2010-05-27,2021-09-30,Incumbent Local Exchange Carrier,No,VERIZON COMMUNICATIONS INC,,,10,2008-06-27..2024-02-06
1632127,"CoBridge Communications, LLC",0020037461,2010-08-03,open,Interconnected VoIP,Yes,"Cable One, Inc.",,,2,2019-03-01..2019-08-08
20520,"Frontier Communications ILEC Holdings, Inc.",0018802652,2010-08-04,2010-08-04,Incumbent Local Exchange Carrier,No,,,,4,2022-02-24..2024-06-10
732717,"STX Wireless Operations, LLC",0019612910,2010-10-04,2014-06-30,Cellular/PCS/SMR,No,AT&T INC,,,24,2008-05-23..2024-04-14
1447669,Twilio Inc,0020237343,2010-10-07,open,,No,,YES,,2,2022-08-04..2024-04-01
732712,Verizon Connect Inc.,0019691732,2011-05-09,2022-12-31,Cellular/PCS/SMR,No,VERIZON COMMUNICATIONS INC,,,10,2008-06-27..2024-02-06
1283699,"UVNV, LLC",0021822333,2012-07-01,open,Cellular/PCS/SMR,Yes,"T-Mobile USA, Inc.",,,26,2014-01-02..2023-04-28
1001082,DISH Network Corporation,0005083498,2012-03-01,2015-12-31,Satellite,No,DISH NETWORK CORPORATION,,,2,2023-02-22..2023-05-17
732717,DISH Network Corporation,0005083498,2012-03-01,2015-12-31,Satellite,No,DISH NETWORK CORPORATION,,,24,2008-05-23..2024-04-14
1001082,Gamma Acquisition L.L.C.,0021004817,2012-03-01,2013-05-01,Satellite,No,DISH Networks Corporation,,,2,2023-02-22..2023-05-17
732717,Gamma Acquisition L.L.C.,0021004817,2012-03-01,2013-05-01,Satellite,No,DISH Networks Corporation,,,24,2008-05-23..2024-04-14
1091667,"Charter Advanced Services (CA), LLC",0022352983,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK CA CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (CT), LLC",0022353080,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK CT-CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (IL), LLC",0022353585,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK ILLINOIS LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (LA), LLC",0022353114,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK LA CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (MA), LLC",0022353189,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK MA CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (NC), LLC",0022353205,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK NC CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (NH), LLC",0022353213,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER ADVANCED SERVICES (NH) LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (NY), LLC",0022353222,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK NYCCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (OR), LLC",0022353817,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK OR CCVII LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (VA), LLC",0022353262,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK VACCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (WA), LLC",0022353833,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK WACCVII LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services VIII (MN), LLC",0022354021,2013-03-01,2020-06-30,Interconnected VoIP,No,CHARTER FIBERLINK CCVIII LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (AL), LLC",0022353528,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK ALABAMA LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (GA), LLC",0022353569,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK GEORGIA LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (MI), LLC",0022353635,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK MICHIGAN LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (MN), LLC",0022353742,2013-03-01,2020-06-30,Interconnected VoIP,No,CHARTER FIBERLINK CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (MO),LLC",0022363121,2013-03-01,2024-07-01,Interconnected VoIP,No,CHARTER FIBERLINK MISSOURI LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (NE), LLC",0022353650,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK NEBRASKA LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (NV), LLC",0022353783,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK NVCCVII LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (TN), LLC",0022353700,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK TENNESSEE LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (TX), LLC",0022353718,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK TX CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (VT), LLC",0022353288,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK VTCCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (WI), LLC",0022353726,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK CCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services VIII (MI), LLC",0022353973,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK CCVIII LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (SC), LLC",0022353247,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK SCCCO LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services VIII (WI), LLC",0022354088,2013-03-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK CCVIII LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services(WY), LLC",0022845242,2014-01-01,2019-09-30,Interconnected VoIP,No,BRESNAN COMMUNICATIONS LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services(MT), LLC",0022845085,2014-01-01,2019-09-30,Interconnected VoIP,No,BRESNAN COMMUNICATIONS LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services(UT), LLC",0022845168,2014-01-01,2019-09-30,Interconnected VoIP,No,BRESNAN COMMUNICATIONS LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (CO), LLC",0022845044,2014-01-01,2019-09-30,Interconnected VoIP,No,BRESNAN COMMUNICATIONS LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (MS), LLC",0023271851,2013-12-01,2019-09-30,Interconnected VoIP,No,CHARTER FIBERLINK MS CCVI LLC,,,8,2008-07-14..2023-09-01
1283699,SB Telecom America Corp,0005079868,2013-07-10,2021-03-31,Private Service Provider,No,T-Mobile USA,,,26,2014-01-02..2023-04-28
732717,louisiana hearing and telephone,0020774824,2014-08-01,2014-06-30,CAP/LEC,No,,,DEFECT,24,2008-05-23..2024-04-14
1632127,Cable One VoIP LLC,0024177222,2015-01-01,2015-01-01,Interconnected VoIP,No,GRAHAM HOLDINGS COMPANY,,,2,2019-03-01..2019-08-08
1091667,Charter Fiberlink - Pennsylvania,0024278905,2015-01-09,2023-12-31,CAP/LEC,No,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
18926,"Enqwest, LLC",0024185118,2014-01-01,2015-06-30,,No,,,,5,2013-12-27..2022-03-15
1091667,"Charter Fiberlink-Maryland II, LLC",0025524919,2016-07-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Advanced Services (MD), LLC",0025524703,2016-07-01,2019-09-30,Interconnected VoIP,No,"Charter Fiberlink-Maryland II, LLC",,,8,2008-07-14..2023-09-01
1609711,GoDaddy.com LLC,0025730607,2017-04-01,open,Other Toll,Yes,GoDaddy Operating Company LLC,YES,,3,2019-10-16..2022-03-14
1166691,"Comcast OTR1, LLC",0025673260,2017-04-01,open,Cellular/PCS/SMR,Yes,COMCAST CORPORATION,,,9,2008-01-29..2024-10-04
1091667,"Charter Communications Operating, LLC",0002526580,2018-01-01,open,Cable TV provider of local exchange,Yes,,,,8,2008-07-14..2023-09-01
1632127,Telecommunications Management LLC,0009232554,2018-10-01,2020-12-31,Interconnected VoIP,No,"Cable One, Inc.",,,2,2019-03-01..2019-08-08
732712,Visible Service LLC,0026739722,2018-05-01,open,Cellular/PCS/SMR,Yes,Verizon Communications Inc.,,,10,2008-06-27..2024-02-06
1166691,"Blueface US, LLC",0028459253,2019-05-01,2024-02-28,Interconnected VoIP,No,COMCAST CORPORATION,,,9,2008-01-29..2024-10-04
1283699,"Mint Mobile, LLC",0028706406,2019-09-01,open,Cellular/PCS/SMR,Yes,"T-Mobile USA, Inc.",,,26,2014-01-02..2023-04-28
1632127,"Hargray of Alabama, LLC",0028332666,2019-09-01,open,CAP/LEC,Yes,"Cable One, Inc.",,,2,2019-03-01..2019-08-08
1632127,"Hargray of Florida, Inc.",0028469450,2019-09-01,2022-09-30,CAP/LEC,No,"Hargray Communications Group, Inc.",,,2,2019-03-01..2019-08-08
1001082,DISH Wireless L.L.C.,0027852722,2020-06-01,open,Cellular/PCS/SMR,No,,YES,,2,2023-02-22..2023-05-17
1447669,Twilio US Technology Inc.,0028844892,2020-04-01,open,Interconnected VoIP,Yes,Twilio Inc.,,,2,2022-08-04..2024-04-01
1001082,DISH WIRELESS PUERTO RICO L.L.C.,0029666096,2020-07-01,open,Cellular/PCS/SMR,No,DISH Network Corporation,YES,,2,2023-02-22..2023-05-17
18926,"Preferred Communications of Texas, LLC",0030102297,1999-01-01,2021-10-31,Payphone Service Provider,No,"Lumen Technologies, Inc.",,,5,2013-12-27..2022-03-15
732717,Liberty Mobile Puerto Rico Inc.,0003473709,1999-01-01,open,Cellular/PCS/SMR,Yes,Liberty Latin America Ltd.,,,24,2008-05-23..2024-04-14
732717,Liberty Mobile USVI Inc.,0004499034,1999-01-01,open,Wireless Data,Yes,Liberty Latin America Ltd.,,,24,2008-05-23..2024-04-14
732712,Verizon Sourcing LLC,0030488753,1999-01-01,open,Incumbent Local Exchange Carrier,Yes,Verizon Communications Inc.,,,10,2008-06-27..2024-02-06
1632127,Hargray of Tallahassee LLC,0031703309,2022-01-01,2022-04-01,Interconnected VoIP,No,"Hargray Communications Group, Inc.",,,2,2019-03-01..2019-08-08
1166691,"Defined Technologies, LLC",0031744527,2021-10-01,2022-07-05,Private Service Provider,No,Comcast Cable Communications LLC,,,9,2008-01-29..2024-10-04
18926,"CenturyTel Broadband Services, LLC.",0015489941,2022-07-01,2022-10-03,CAP/LEC,No,"Lumen Technologies, Inc.",,,5,2013-12-27..2022-03-15
101830,"SprintFone, Inc",0032347759,2022-08-01,open,Local Reseller,No,,,,9,2009-02-01..2019-06-22
1166691,"Comcast Government Services, LLC",0029994571,2020-09-01,open,Private Service Provider,Yes,COMCAST CORPORATION,,,9,2008-01-29..2024-10-04
1091667,Evo Technology Solutions LLC,0032436412,2021-08-01,2023-02-03,Other Local,No,,,,8,2008-07-14..2023-09-01
1091667,"Charter IP Enabled Services, LLC",0034233072,2024-01-01,open,Interconnected VoIP,No,"Charter Communications Operating, LLC",,,8,2008-07-14..2023-09-01
1091667,"TWC IP Enabled Services, LLC",0034233080,2024-01-01,open,Interconnected VoIP,No,"Charter Communications Operating, LLC",,,8,2008-07-14..2023-09-01
18926,United Telephone Company of the Northwest,0001566694,1999-01-01,open,Incumbent Local Exchange Carrier,Yes,"Lumen Technologies, Inc.",,,5,2013-12-27..2022-03-15
101830,"Sprinter IT, LLC",0030754840,2022-01-01,open,Interconnected VoIP,No,,,,9,2009-02-01..2019-06-22
1283699,TMUS Fiber LLC,0037828100,2025-04-01,open,Interconnected VoIP,Yes,T MOBILE USA INC,,,26,2014-01-02..2023-04-28
1091667,"BHN IP Enabled Services, LLC",0036251585,2025-04-01,open,Interconnected VoIP,No,"Charter Communications Operating, LLC",,,8,2008-07-14..2023-09-01
