key,value,source_file,source_field
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / recall 95% CI (Clopper-Pearson),"[0.595, 0.983]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / n,39,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / agreement,0.8974,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / kappa,0.7778,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / reference positives,15,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / classifier positives,13,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / precision,0.9231,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / recall,0.8000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / precision 95% CI (Clopper-Pearson),"[0.640, 0.998]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / recall 95% CI (Clopper-Pearson),"[0.519, 0.957]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / n,40,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / agreement,0.8750,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / kappa,0.7382,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / reference positives,17,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / classifier positives,14,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / precision,0.9286,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / recall,0.7647,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / precision 95% CI (Clopper-Pearson),"[0.661, 0.998]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / recall 95% CI (Clopper-Pearson),"[0.501, 0.932]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / n,40,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / agreement,0.8750,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / kappa,0.7312,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / reference positives,16,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / classifier positives,13,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / precision,0.9231,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / recall,0.7500,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / precision 95% CI (Clopper-Pearson),"[0.640, 0.998]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum control / SENSITIVITY unclear->Y / exec departure (B: restated->N vs new-only) / recall 95% CI (Clopper-Pearson),"[0.476, 0.927]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (B: restated->N vs new-only); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / n,39,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / agreement,0.8974,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / kappa,0.4429,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / reference positives,4,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / classifier positives,4,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / precision,0.5000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / recall,0.5000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / precision 95% CI (Clopper-Pearson),"[0.068, 0.932]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / PRIMARY (verified) / CEO departure / recall 95% CI (Clopper-Pearson),"[0.068, 0.932]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=CEO departure; recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / n,40,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / agreement,0.9500,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / kappa,0.6396,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / reference positives,3,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / classifier positives,3,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / precision,0.6667,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / recall,0.6667,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / precision 95% CI (Clopper-Pearson),"[0.094, 0.992]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / PRIMARY (verified) / CEO departure / recall 95% CI (Clopper-Pearson),"[0.094, 0.992]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=CEO departure; recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / n,39,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / agreement,0.8974,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / kappa,0.4429,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / reference positives,4,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / classifier positives,4,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / precision,0.5000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / recall,0.5000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / precision 95% CI (Clopper-Pearson),"[0.068, 0.932]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SECONDARY (blind) / CEO departure / recall 95% CI (Clopper-Pearson),"[0.068, 0.932]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=CEO departure; recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / n,39,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / agreement,0.9744,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / kappa,0.7869,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / reference positives,2,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / classifier positives,3,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / precision,0.6667,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / recall,1.0000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / precision 95% CI (Clopper-Pearson),"[0.094, 0.992]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SECONDARY (blind) / CEO departure / recall 95% CI (Clopper-Pearson),"[0.158, 1.000]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=CEO departure; recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / n,40,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / agreement,0.8750,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / kappa,0.3750,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / reference positives,5,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / classifier positives,4,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / precision,0.5000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / recall,0.4000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / precision 95% CI (Clopper-Pearson),"[0.068, 0.932]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum treated / SENSITIVITY unclear->Y / CEO departure / recall 95% CI (Clopper-Pearson),"[0.053, 0.853]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=CEO departure; recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SENSITIVITY unclear->Y / CEO departure / n,40,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=CEO departure; n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SENSITIVITY unclear->Y / CEO departure / agreement,0.9500,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=CEO departure; agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SENSITIVITY unclear->Y / CEO departure / kappa,0.6396,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=CEO departure; kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SENSITIVITY unclear->Y / CEO departure / reference positives,3,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=CEO departure; ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SENSITIVITY unclear->Y / CEO departure / classifier positives,3,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=CEO departure; clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SENSITIVITY unclear->Y / CEO departure / precision,0.6667,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=CEO departure; precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant n/a / stratum control / SENSITIVITY unclear->Y / CEO departure / recall,0.6667,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=CEO departure; recall
